Timestamp,PM2.5 (µg/m³),PM10 (µg/m³),NO (µg/m³),NO2 (µg/m³),NOx (ppb),NH3 (µg/m³),SO2 (µg/m³),CO (mg/m³),Ozone (µg/m³),Benzene (µg/m³),Toluene (µg/m³),Xylene (µg/m³),O Xylene (µg/m³),Eth-Benzene (µg/m³),MP-Xylene (µg/m³),AT (°C),RH (%),WS (m/s),WD (deg),RF (mm),TOT-RF (mm),SR (W/mt2),BP (mmHg),VWS (m/s)
2023-01-01,248.73828828028795,409.8540119868765,15.271578159041397,26.898901313997822,25.53838853959458,16.49044362745098,13.99730787037037,2.48020697167756,19.637042824074076,5.240011574074074,2.5220009531590413,0.7994798474945534,,0.6541180555555556,1.0304777777777778,17.484101307189544,89.74647705610022,0.36727430555555557,231.46706529139433,0.00041666666666665997,0.00041666666666665997,81.62881774237472,754.2455752995643,-0.0477083333333333
2023-01-02,143.5120949074074,279.6482090643275,9.76808449074074,23.80314814814815,20.30890625,14.59,12.453902845860567,1.8095932053376906,27.560273500402577,3.49333299291939,1.664790645424837,0.5577226307189542,,0.34627777777777774,0.4409305555555555,17.119594907407407,90.86589120370371,0.35885416666666664,229.15558449074072,0.0012499999999999799,0.0012499999999999799,36.432910879629624,754.4001562499999,-0.0437499999999999
2023-01-03,107.09973077697263,205.09432449494952,10.318327546296297,22.67032986111111,19.97576388888889,12.40198611111111,15.323516254025767,1.5219039351851853,24.730728826252726,2.4079571759259264,1.300943287037037,0.42843171296296295,,0.2961666666666666,0.3902986111111111,16.37082175925926,89.2747800925926,0.3445717592592592,233.04677662037037,0.00041666666666665997,0.00041666666666665997,34.74444444444445,754.4416724537036,-0.0470833333333333
2023-01-04,130.4750456871345,258.3362682748538,9.297760416666666,23.2990412808642,19.344354166666665,12.789241747181965,13.01611111111111,1.3786944444444444,27.342618055555555,1.7709566498316498,1.2003646885521886,0.3608125,,0.30106628787878786,0.3694608585858586,15.668632736354775,85.02349902534112,0.44998324805068224,241.40465886939572,0.0,0.0,33.47660757797271,754.4786808601365,-0.0441666666666666
2023-01-05,142.22038966049385,278.74826388888886,9.21299575617284,23.84981674382716,19.726707175925927,11.699810185185186,13.393134645061728,1.3881712962962964,29.538142361111113,1.759437845191683,1.6341897132878493,0.5020252599090318,,0.24931666666666663,0.34415416666666665,10.722488425925926,84.11481288580246,0.6510648148148148,234.48272762345678,0.0,0.0,55.848933256172835,754.6746662808641,-0.0398958333333333
2023-01-06,187.12623753561252,336.37839743589745,9.175622774216523,26.000945957977205,20.76293669871795,12.260086538461538,16.498044039545398,1.7417512464387463,27.438788283475784,2.3479050925925926,1.8345241274928774,0.5600498575498575,,0.2812847222222222,0.3693472222222222,10.667133636039885,83.85293892450143,0.8054749821937323,242.05715277777776,0.0,0.0,87.93679442663819,754.6390616096866,-0.0329166666666666
2023-01-07,193.75448621175522,348.55487016908216,9.005977506038647,25.476773097826086,20.333132799919486,12.425170893719807,12.928222876409018,1.8133670491143317,27.071325087704167,2.938041716988728,1.5335064412238326,0.4615197262479871,,0.4390595238095238,0.5875843253968254,10.0701182568438,87.65335421698875,0.6781841284219001,241.79608494363927,0.0,0.0,75.73626937399355,754.3754886272142,-0.036875
2023-01-08,211.78535879629626,380.29229166666664,10.814716435185185,27.877135416666665,23.21134259259259,13.030138888888889,13.465544321895424,2.1541377314814816,24.823617811890838,3.6275126262626265,2.0462652567340065,0.6089362373737374,,0.608636994949495,0.5881843434343434,11.232980324074076,87.54931134259259,0.46609375,229.3422685185185,0.0,0.0,75.32008101851852,754.1853182870369,-0.0395833333333333
2023-01-09,208.0086174242424,356.42735177404296,10.909001297699213,26.701941813973065,21.983948891325536,12.320662037037035,21.39894158138402,2.3879187987329433,22.542149870414676,3.6092489035087723,2.54463511208577,0.7060352704678362,,0.5536218434343434,0.546719696969697,10.224615009746588,91.99175621345029,0.3455141325536062,237.5509314083821,0.0,0.0,57.39554093567252,754.2654395102339,-0.0445833333333333
2023-01-10,220.09459579772079,380.9550267094017,8.534958778490028,27.704691506410256,21.211262998575496,12.4688875,13.85651397792023,2.0300916005291003,39.169016797245966,3.4953986441798945,2.2633252314814816,0.5927581018518518,,0.4496097222222222,0.48329925213675207,11.926364049145299,84.48691390669515,0.5436721866096866,236.0464074074074,0.00041666666666665997,0.00041666666666665997,96.23864538817664,753.985931712963,-0.0414583333333333
2023-01-11,221.7349684408788,375.47233856421354,10.994961755233495,29.510433021336553,24.11054398148148,12.604280797101449,13.795369226687162,2.0667303240740744,33.43773424919485,3.460729166666667,2.2889525462962967,0.6141898148148148,,0.44320199275362315,0.5268236714975846,12.01527953904992,85.08858091787441,0.3887112520128824,216.1630998389694,0.0,0.0,95.97640977254429,753.7391754730274,-0.0488541666666666
2023-01-12,214.01563132620197,343.47197204968944,16.116338818438006,30.11833912037037,28.64708912037037,14.526881944444446,15.140862268518518,2.6310185185185184,24.001337331649832,4.780399305555555,3.007824074074074,0.7384085648148148,,0.6356878019323672,0.8102756642512077,11.31722800925926,90.31822916666665,0.3508622685185185,200.91978587962964,0.0,0.0,76.66987268518518,753.3528993055555,-0.05125
2023-01-13,228.5308901972625,352.5420138888889,38.782789351851854,33.19503748993559,48.43989583333334,18.21301992753623,18.000245068438,2.768308172302737,30.36239442431562,7.05005787037037,5.193420138888889,2.455734953703704,,1.3210015096618357,1.952092391304348,13.076422353059582,86.75435990338165,0.2412942834138486,177.68063305152978,0.0008333333333333199,0.0008333333333333199,84.5311146336554,753.385783766103,-0.0508333333333333
2023-01-14,272.2337701023392,428.3303508771929,31.745612364243943,38.35191782407407,44.97921180555556,20.675339898989897,15.242760822510823,2.814986111111111,23.744814814814813,6.389359953703703,5.289401620370371,1.9083333333333334,,1.4209335317460319,2.133731349206349,15.78832060185185,80.10354166666666,0.31520023148148146,210.20364699074074,0.0,0.0,85.89911111111111,753.2785324074074,-0.0445833333333333
2023-01-15,186.83425850769598,327.05251893939396,14.849904244306417,29.414236386684305,26.715647141706924,19.084475888543825,14.692819113756613,1.8233854166666668,20.374750881834213,3.726064814814815,3.5694675925925927,1.0783680555555555,,0.5230628306878307,0.7242007275132274,14.416651785714286,86.03652612433864,0.5587549603174603,222.47594990079367,0.0,0.0,61.30358134920635,753.3968039021165,-0.0375
2023-01-16,182.2021083146423,292.7952430555555,15.726145833333334,35.390511574074075,30.01444376361656,18.93536458333333,12.850283564814816,1.6781655092592593,24.39101769179894,3.6511316287878786,3.1261284722222222,0.9635506102693604,,0.665148148148148,0.8242638888888889,13.211906828703704,77.01798900462963,0.41520543981481484,217.18345775462964,0.0009722222222222001,0.0008333333333333199,100.71697337962962,753.7597800925927,-0.0446875
2023-01-17,166.6808449074074,338.92683272946863,16.497357954545453,38.83529513888889,33.94204861111111,18.449236111111112,13.002860054347828,1.6229861111111112,30.666134259259263,2.949878472222222,2.732922453703704,0.8141145833333333,,0.5785347222222221,0.8742847222222222,13.314236111111112,72.26029513888888,0.34608796296296296,208.7015162037037,0.0,0.0,117.80007523148147,753.8287731481481,-0.0465625
2023-01-18,203.78235641673143,376.65891807568437,17.768009739606207,41.22969170875421,34.21700694444444,18.960637626262628,17.12508470117845,1.8164467592592592,28.681301031144784,3.765607638888889,2.906915509259259,1.0314756944444443,,0.7059060245310245,0.9905806277056277,13.385620791245792,74.32561132154882,0.33268939393939395,210.58114951599327,0.0,0.0,107.40453125,754.0950594486532,-0.0466666666666666
2023-01-19,221.06917162698412,444.11535170807457,29.49495949074074,41.25629381613757,44.08567079307568,19.539448412698412,14.380789592352095,2.1577953904991944,29.29441954047701,5.388955817230273,4.074293478260869,1.565510265700483,,0.8481624999999999,1.1984861111111111,13.603742634680133,74.66028724747476,0.2878209175084175,200.5117382154882,0.0,0.0,102.4172890361953,754.1729561237374,-0.0496874999999999
2023-01-20,268.49032061688314,466.043875,39.081071185418615,44.41841435185185,53.80085069444444,20.725743055555558,15.750878802910051,2.2704282407407406,32.52285957438531,6.778917824074074,5.130075231481482,2.686793981481481,,1.273126984126984,1.8802926587301585,14.492999338624339,75.91735697751322,0.25214285714285706,179.4385085978836,0.0,0.0,102.14775380291006,753.9250537367725,-0.0526041666666666
2023-01-21,189.5548611111111,351.95666666666665,21.694682626705653,38.80879827323441,37.89761574074074,20.7494788647343,14.865757850241545,1.6915914351851853,26.908877955277408,5.011846064814815,3.989420289855073,1.3089334239130432,,1.0127720410628018,1.6283312198067634,16.747077546296296,77.80798032407408,0.2575347222222221,196.6584375,0.0016666666666666399,0.0016666666666666399,104.27013310185185,753.663449074074,-0.0492708333333333
