Timestamp,PM2.5 (µg/m³),PM10 (µg/m³),NO (µg/m³),NO2 (µg/m³),NOx (ppb),NH3 (µg/m³),SO2 (µg/m³),CO (mg/m³),Ozone (µg/m³),Benzene (µg/m³),Toluene (µg/m³),Xylene (µg/m³),O Xylene (µg/m³),Eth-Benzene (µg/m³),MP-Xylene (µg/m³),AT (°C),RH (%),WS (m/s),WD (deg),RF (mm),TOT-RF (mm),SR (W/mt2),BP (mmHg),VWS (m/s)
2021-01-01,147.19333333333336,265.048,37.211666666666666,55.96333333333333,55.57,18.995,8.92,1.99,25.675,4.34,14.515,3.0883333333333334,,3.7640000000000002,1.7879999999999998,15.203333333333333,75.20166666666667,0.345,227.92333333333332,0.0,0.0,102.20666666666666,754.5666666666666,-0.19
2021-01-02,164.37833333333333,271.566,48.122,67.094,62.26166666666666,19.505000000000003,9.103333333333333,2.265,24.998333333333335,5.043333333333333,16.453333333333333,4.708333333333333,,4.152,2.226,15.213333333333333,73.88,0.24333333333333332,200.13666666666666,0.0,0.0,99.11500000000001,754.265,-0.18
2021-01-03,211.27166666666668,329.688,72.865,73.05666666666667,75.14,17.774,10.961666666666666,2.533333333333333,19.863333333333333,5.903333333333333,19.665,6.1116666666666655,,5.119999999999999,3.022,16.561666666666667,76.435,0.20333333333333334,172.10833333333335,0.0,0.0,69.47833333333334,753.73,-0.16
2021-01-04,186.495,339.804,73.31666666666666,67.50166666666667,92.83666666666666,17.645999999999997,11.348333333333334,2.6166666666666667,19.56833333333333,5.766666666666667,19.865,7.003333333333334,,6.262,3.56,18.756666666666664,78.45,0.205,162.97833333333332,0.0,0.0,78.87833333333333,753.9366666666666,-0.17
2021-01-05,166.39333333333335,314.178,57.251666666666665,63.85999999999999,79.17166666666667,18.11,10.06,2.3516666666666666,20.123333333333335,4.9816666666666665,17.68,5.761666666666667,,5.311999999999999,2.668,19.565,81.28666666666666,0.25833333333333336,224.90166666666667,0.0,0.0,64.12,753.9866666666667,-0.15
2021-01-06,166.46833333333333,289.822,48.821666666666665,63.571666666666665,71.79333333333334,24.6025,10.481666666666667,2.191666666666667,18.503333333333334,4.173333333333333,14.756666666666668,3.5849999999999995,,3.6799999999999997,1.7719999999999998,20.066666666666666,81.82166666666667,0.2816666666666667,219.08333333333334,0.0,0.0,63.73833333333334,753.1183333333333,-0.16
2021-01-07,173.67499999999998,202.892,47.008333333333326,58.919999999999995,68.40666666666667,23.585,9.381666666666666,1.7966666666666666,20.12666666666667,2.9466666666666668,12.183333333333332,3.4899999999999998,,3.006,1.34,20.12666666666667,73.965,0.4683333333333333,228.6833333333333,0.0,0.0,105.315,752.5166666666668,-0.2
2021-01-08,101.145,192.64000000000001,59.498333333333335,57.64166666666667,77.425,22.805,9.768333333333333,1.7166666666666668,20.548333333333336,3.265,14.451666666666666,5.308333333333333,,3.998,1.8219999999999998,19.586666666666666,78.49333333333334,0.3416666666666666,231.18166666666664,0.0,0.0,97.72000000000001,752.9283333333333,-0.19
2021-01-09,118.17333333333333,217.266,48.705000000000005,53.873333333333335,65.41000000000001,22.345,9.693333333333333,1.49,20.44333333333333,2.9966666666666666,10.075,3.473333333333333,,2.776,1.232,19.08666666666667,78.03,0.36833333333333335,228.5583333333333,0.0,0.0,76.85166666666667,752.8166666666666,-0.17
2021-01-10,96.464,190.746,33.001666666666665,44.48666666666666,47.54333333333333,18.29,9.781666666666668,1.6916666666666667,22.328333333333333,2.0749999999999997,8.006666666666668,2.2266666666666666,,2.272,0.8559999999999999,19.919999999999998,77.56666666666666,0.5516666666666666,243.86666666666667,0.0,0.0,86.235,752.6883333333334,-0.18
2021-01-11,72.168,164.95,32.995,47.196666666666665,49.93666666666667,16.253999999999998,9.015,1.5683333333333334,25.325,1.9766666666666666,10.981666666666667,2.2616666666666667,,2.0060000000000002,0.874,18.673333333333336,77.90666666666667,0.6816666666666666,271.6933333333333,0.0,0.0,101.48833333333333,753.5083333333333,-0.2
2021-01-12,102.332,176.54,35.16833333333333,48.23166666666666,52.330000000000005,14.713999999999999,7.916666666666667,1.59,19.673333333333336,3.0400000000000005,13.668333333333335,2.625,,1.812,0.876,14.18,89.71166666666666,0.6166666666666667,277.8883333333333,0.0,0.0,87.87,754.5083333333333,-0.18
2021-01-13,175.96166666666667,220.11999999999998,32.36333333333334,52.07666666666666,52.27666666666667,14.378,8.283333333333333,1.7316666666666667,25.194999999999997,3.035,10.706666666666669,2.855,,2.7039999999999997,1.246,14.386666666666665,82.02166666666666,0.4283333333333333,222.83166666666668,0.0,0.0,89.09666666666668,753.9699999999999,-0.18
2021-01-14,149.22833333333332,257.948,40.038333333333334,49.675000000000004,56.288333333333334,14.169999999999998,8.233333333333333,2.15,18.445,4.18,13.101666666666667,2.5466666666666664,,2.75,1.4260000000000002,13.086666666666666,94.30333333333333,0.44166666666666665,266.8616666666667,0.0,0.0,73.16666666666667,754.5016666666667,-0.17
