Timestamp,PM2.5 (µg/m³),PM10 (µg/m³),NO (µg/m³),NO2 (µg/m³),NOx (ppb),NH3 (µg/m³),SO2 (µg/m³),CO (mg/m³),Ozone (µg/m³),Benzene (µg/m³),Toluene (µg/m³),Xylene (µg/m³),O Xylene (µg/m³),Eth-Benzene (µg/m³),MP-Xylene (µg/m³),AT (°C),RH (%),WS (m/s),WD (deg),RF (mm),TOT-RF (mm),SR (W/mt2),BP (mmHg),VWS (m/s)
2020-01-01,214.515,270.52000000000004,44.9,36.9,81.1225,27.349999999999998,7.93,2.723333333333333,16.5875,4.6775,2.2125,5.4525,,10.776666666666666,12.996666666666668,14.8,84.795,0.2925,196.8,0.0,0.0,51.760000000000005,756.23,-0.11
2020-01-02,206.905,269.9166666666667,47.3,35.3175,79.685,31.536666666666665,9.28,3.0533333333333332,16.64,7.4025,2.9450000000000003,7.0925,,13.173333333333334,15.466666666666667,15.5975,86.77000000000001,0.28250000000000003,128.19,0.0033333333333333335,0.1,45.345,756.2950000000001,-0.11
2020-01-03,143.3325,185.82666666666668,38.2475,31.305,68.18,33.086666666666666,8.093333333333334,2.0175,17.0075,4.905,1.8425,4.6925,,9.756666666666666,11.389999999999999,16.6225,86.7925,0.365,118.9325,0.0,0.0,47.3125,755.3075,-0.11
2020-01-04,80.9,105.83999999999999,49.2375,25.849999999999998,74.305,29.48,8.43,1.6425,10.0025,2.7175000000000002,1.2525,4.6675,,10.373333333333333,11.903333333333334,14.54,93.9075,0.28500000000000003,228.2475,0.0,0.0,33.754999999999995,754.87,-0.11
2020-01-05,74.32249999999999,104.57333333333334,28.695,23.9625,52.0075,27.12,8.1,1.3399999999999999,16.0375,2.41,0.7925,3.515,,8.643333333333333,9.1,14.2775,90.425,0.735,256.4925,0.0,0.0,43.09,755.1275,-0.12
2020-01-06,120.92999999999999,164.21666666666667,28.53,31.805000000000003,59.5925,33.526666666666664,7.473333333333334,1.9225,21.39,3.4324999999999997,1.2,4.0525,,9.403333333333334,10.736666666666666,13.5275,89.53999999999999,0.395,193.185,0.0,0.0,53.8125,755.815,-0.14
2020-01-07,172.5125,236.0,52.1375,35.489999999999995,86.83250000000001,33.75333333333334,7.239999999999999,2.435,16.7175,3.7325,1.3475000000000001,4.8125,,16.545,19.7,14.094999999999999,89.78999999999999,0.2425,176.54000000000002,0.0,0.0,59.39,755.27,-0.14
2020-01-08,168.23,234.15666666666667,51.697500000000005,32.0375,82.6825,31.076666666666668,8.383333333333333,2.3675,18.822499999999998,4.15,1.4225,4.95,,12.13,13.9,15.2,88.0175,0.40499999999999997,122.7725,0.08333333333333333,4.5,52.74,754.7025,-0.13
2020-01-09,100.62,109.60666666666667,36.345,26.695,62.4225,28.326666666666668,7.826666666666667,1.31,18.79,3.0925,0.9175000000000001,3.7275,,9.889999999999999,10.51,16.1475,91.515,0.6275,147.9875,0.023333333333333334,1.3,41.595,754.755,-0.15
2020-01-10,78.475,92.26333333333332,38.3525,26.9,64.6175,30.45,8.03,1.82,12.415,1.45,0.8624999999999999,3.4675000000000002,,9.776666666666666,10.056666666666667,14.2725,89.4375,0.72,259.35,0.0,0.0,35.927499999999995,755.47,-0.15
